Date,Employee_ID,Employee_Name,Project_ID,Job_Code,Regular_Hours,Overtime_Hours,Total_Hours,Comments
2025-06-17,01007,Worker_8,PRJ100,Laborer,8.0,1,9.0,Normal day
2025-06-18,01007,Worker_8,PRJ100,Laborer,8.0,0,8.0,
2025-06-19,01007,Worker_8,PRJ100,Laborer,6.0,0,6.0,Training
2025-06-20,01007,Worker_8,PRJ100,Laborer,8.0,0,8.0,Normal day
2025-06-09,01008,Worker_9,PRJ101,Carpenter,7.5,0,7.5,Normal day
2025-06-10,01008,Worker_9,PRJ101,Carpenter,8.0,2,10.0,Left early
2025-06-11,01008,Worker_9,PRJ101,Carpenter,8.0,0,8.0,Training
2025-06-12,01008,Worker_9,PRJ101,Carpenter,8.0,0,8.0,Normal day
2025-06-13,01008,Worker_9,PRJ101,Carpenter,7.5,0,7.5,
2025-06-16,01008,Worker_9,PRJ101,Carpenter,8.0,2,10.0,Normal day
2025-06-17,01008,Worker_9,PRJ101,Carpenter,6.0,0,6.0,Worked late
2025-06-18,01008,Worker_9,PRJ101,Carpenter,8.0,0,8.0,
2025-06-19,01008,Worker_9,PRJ101,Carpenter,7.5,0,7.5,Training
2025-06-20,01008,Worker_9,PRJ101,Carpenter,8.0,0,8.0,Minor equipment issue
2025-06-09,01009,Worker_10,PRJ104,Plumber,6.0,0,6.0,Completed assigned task
2025-06-10,01009,Worker_10,PRJ104,Plumber,8.0,2,10.0,
2025-06-11,01009,Worker_10,PRJ104,Plumber,8.0,0,8.0,Left early
2025-06-12,01009,Worker_10,PRJ104,Plumber,9.0,1,10.0,Training
2025-06-13,01009,Worker_10,PRJ104,Plumber,9.0,0,9.0,Completed assigned task
2025-06-16,01009,Worker_10,PRJ104,Plumber,8.0,0,8.0,Completed assigned task
2025-06-17,01009,Worker_10,PRJ104,Plumber,8.0,1,9.0,Normal day
2025-06-18,01009,Worker_10,PRJ104,Plumber,8.0,2,10.0,Left early
2025-06-19,01009,Worker_10,PRJ104,Plumber,8.0,0,8.0,Worked late
2025-06-20,01009,Worker_10,PRJ104,Plumber,9.0,0,9.0,Left early
2025-06-09,01010,Worker_11,PRJ104,Carpenter,8.0,1,9.0,Completed assigned task
2025-06-10,01010,Worker_11,PRJ104,Carpenter,8.0,1,9.0,Left early
2025-06-11,01010,Worker_11,PRJ104,Carpenter,8.0,1,9.0,Training
2025-06-12,01010,Worker_11,PRJ104,Carpenter,8.0,0,8.0,Normal day
2025-06-13,01010,Worker_11,PRJ104,Carpenter,6.0,0,6.0,
2025-06-16,01010,Worker_11,PRJ104,Carpenter,9.0,0,9.0,Completed assigned task
2025-06-17,01010,Worker_11,PRJ104,Carpenter,7.5,0,7.5,
2025-06-18,01010,Worker_11,PRJ104,Carpenter,7.5,0,7.5,Completed assigned task
2025-06-19,01010,Worker_11,PRJ104,Carpenter,8.0,0,8.0,Minor equipment issue
2025-06-20,01010,Worker_11,PRJ104,Carpenter,8.0,0,8.0,Completed assigned task
2025-06-09,01011,Worker_12,PRJ102,Carpenter,8.0,2,10.0,Training
2025-06-10,01011,Worker_12,PRJ102,Carpenter,7.5,0,7.5,Worked late
2025-06-11,01011,Worker_12,PRJ102,Carpenter,8.0,0,8.0,Worked late
2025-06-12,01011,Worker_12,PRJ102,Carpenter,8.0,0,8.0,Left early
2025-06-13,01011,Worker_12,PRJ102,Carpenter,9.0,0,9.0,Left early
2025-06-16,01011,Worker_12,PRJ102,Carpenter,8.0,0,8.0,Training
2025-06-17,01011,Worker_12,PRJ102,Carpenter,8.0,1,9.0,Minor equipment issue
2025-06-18,01011,Worker_12,PRJ102,Carpenter,8.0,1,9.0,Left early
2025-06-19,01011,Worker_12,PRJ102,Carpenter,8.0,2,10.0,Training
2025-06-20,01011,Worker_12,PRJ102,Carpenter,8.0,2,10.0,Minor equipment issue
2025-06-09,01012,Worker_13,PRJ104,Electrician,9.0,2,11.0,Left early
2025-06-10,01012,Worker_13,PRJ104,Electrician,6.0,0,6.0,Left early
2025-06-11,01012,Worker_13,PRJ104,Electrician,8.0,2,10.0,
2025-06-12,01012,Worker_13,PRJ104,Electrician,9.0,0,9.0,Left early
2025-06-13,01012,Worker_13,PRJ104,Electrician,7.5,0,7.5,Worked late
2025-06-16,01012,Worker_13,PRJ104,Electrician,8.0,2,10.0,
2025-06-17,01012,Worker_13,PRJ104,Electrician,6.0,0,6.0,
2025-06-18,01012,Worker_13,PRJ104,Electrician,8.0,0,8.0,
2025-06-19,01012,Worker_13,PRJ104,Electrician,7.5,0,7.5,Completed assigned task
2025-06-20,01012,Worker_13,PRJ104,Electrician,8.0,2,10.0,Worked late
2025-06-09,01013,Worker_14,PRJ101,Electrician,8.0,0,8.0,
2025-06-10,01013,Worker_14,PRJ101,Electrician,8.0,0,8.0,Left early
2025-06-11,01013,Worker_14,PRJ101,Electrician,6.0,0,6.0,Normal day
2025-06-12,01013,Worker_14,PRJ101,Electrician,6.0,0,6.0,Normal day
2025-06-13,01013,Worker_14,PRJ101,Electrician,8.0,1,9.0,Normal day
2025-06-16,01013,Worker_14,PRJ101,Electrician,7.5,0,7.5,Worked late
2025-06-17,01013,Worker_14,PRJ101,Electrician,7.5,0,7.5,Completed assigned task
2025-06-18,01013,Worker_14,PRJ101,Electrician,7.5,0,7.5,Left early
2025-06-19,01013,Worker_14,PRJ101,Electrician,8.0,1,9.0,Completed assigned task
2025-06-20,01013,Worker_14,PRJ101,Electrician,7.5,0,7.5,Left early
2025-06-09,01014,Worker_15,PRJ102,Electrician,8.0,0,8.0,Worked late
2025-06-10,01014,Worker_15,PRJ102,Electrician,8.0,1,9.0,Minor equipment issue
2025-06-11,01014,Worker_15,PRJ102,Electrician,6.0,0,6.0,Minor equipment issue
2025-06-12,01014,Worker_15,PRJ102,Electrician,9.0,2,11.0,Normal day
2025-06-13,01014,Worker_15,PRJ102,Electrician,8.0,0,8.0,Left early
2025-06-16,01014,Worker_15,PRJ102,Electrician,8.0,2,10.0,Left early
2025-06-17,01014,Worker_15,PRJ102,Electrician,9.0,2,11.0,Left early
2025-06-18,01014,Worker_15,PRJ102,Electrician,9.0,0,9.0,Left early
2025-06-19,01014,Worker_15,PRJ102,Electrician,8.0,2,10.0,Normal day
2025-06-20,01014,Worker_15,PRJ102,Electrician,8.0,0,8.0,Worked late
2025-06-09,01015,Worker_16,PRJ104,Laborer,8.0,1,9.0,
2025-06-10,01015,Worker_16,PRJ104,Laborer,6.0,0,6.0,Normal day
2025-06-11,01015,Worker_16,PRJ104,Laborer,9.0,1,10.0,Training
2025-06-12,01015,Worker_16,PRJ104,Laborer,8.0,1,9.0,
2025-06-13,01015,Worker_16,PRJ104,Laborer,8.0,0,8.0,Left early
2025-06-16,01015,Worker_16,PRJ104,Laborer,9.0,0,9.0,Completed assigned task
2025-06-17,01015,Worker_16,PRJ104,Laborer,8.0,0,8.0,
2025-06-18,01015,Worker_16,PRJ104,Laborer,8.0,2,10.0,Minor equipment issue
2025-06-19,01015,Worker_16,PRJ104,Laborer,8.0,0,8.0,Minor equipment issue
2025-06-20,01015,Worker_16,PRJ104,Laborer,9.0,0,9.0,Left early
2025-06-09,01016,Worker_17,PRJ103,Electrician,7.5,0,7.5,Worked late
2025-06-10,01016,Worker_17,PRJ103,Electrician,8.0,1,9.0,Worked late
2025-06-11,01016,Worker_17,PRJ103,Electrician,8.0,1,9.0,Training
2025-06-12,01016,Worker_17,PRJ103,Electrician,6.0,0,6.0,Completed assigned task
2025-06-13,01016,Worker_17,PRJ103,Electrician,9.0,2,11.0,Completed assigned task
2025-06-16,01016,Worker_17,PRJ103,Electrician,8.0,0,8.0,Completed assigned task
2025-06-17,01016,Worker_17,PRJ103,Electrician,7.5,0,7.5,Normal day
2025-06-18,01016,Worker_17,PRJ103,Electrician,6.0,0,6.0,Minor equipment issue
2025-06-19,01016,Worker_17,PRJ103,Electrician,8.0,0,8.0,Left early
2025-06-20,01016,Worker_17,PRJ103,Electrician,8.0,0,8.0,Worked late
2025-06-09,01017,Worker_18,PRJ102,Laborer,9.0,0,9.0,Normal day
2025-06-10,01017,Worker_18,PRJ102,Laborer,8.0,1,9.0,Training
2025-06-11,01017,Worker_18,PRJ102,Laborer,8.0,0,8.0,Training
2025-06-12,01017,Worker_18,PRJ102,Laborer,9.0,0,9.0,Worked late
2025-06-13,01017,Worker_18,PRJ102,Laborer,8.0,0,8.0,Completed assigned task
2025-06-16,01017,Worker_18,PRJ102,Laborer,8.0,0,8.0,Normal day
2025-06-17,01017,Worker_18,PRJ102,Laborer,8.0,2,10.0,Training
2025-06-18,01017,Worker_18,PRJ102,Laborer,8.0,0,8.0,Left early
2025-06-19,01017,Worker_18,PRJ102,Laborer,6.0,0,6.0,Training
2025-06-20,01017,Worker_18,PRJ102,Laborer,6.0,0,6.0,Normal day
2025-06-09,01018,Worker_19,PRJ103,Welder,8.0,0,8.0,
2025-06-10,01018,Worker_19,PRJ103,Welder,8.0,1,9.0,Completed assigned task
2025-06-11,01018,Worker_19,PRJ103,Welder,6.0,0,6.0,Minor equipment issue
2025-06-12,01018,Worker_19,PRJ103,Welder,7.5,0,7.5,Training
2025-06-13,01018,Worker_19,PRJ103,Welder,9.0,2,11.0,Left early
2025-06-16,01018,Worker_19,PRJ103,Welder,6.0,0,6.0,
2025-06-17,01018,Worker_19,PRJ103,Welder,8.0,0,8.0,Minor equipment issue
2025-06-18,01018,Worker_19,PRJ103,Welder,6.0,0,6.0,Normal day
2025-06-19,01018,Worker_19,PRJ103,Welder,8.0,0,8.0,Left early
2025-06-20,01018,Worker_19,PRJ103,Welder,6.0,0,6.0,Worked late
2025-06-09,01019,Worker_20,PRJ103,Carpenter,9.0,2,11.0,Normal day
2025-06-10,01019,Worker_20,PRJ103,Carpenter,8.0,2,10.0,Completed assigned task
2025-06-11,01019,Worker_20,PRJ103,Carpenter,9.0,2,11.0,Left early
2025-06-12,01019,Worker_20,PRJ103,Carpenter,8.0,1,9.0,Normal day
2025-06-13,01019,Worker_20,PRJ103,Carpenter,9.0,0,9.0,Worked late
2025-06-16,01019,Worker_20,PRJ103,Carpenter,9.0,2,11.0,Training
2025-06-17,01019,Worker_20,PRJ103,Carpenter,8.0,2,10.0,Left early
2025-06-18,01019,Worker_20,PRJ103,Carpenter,9.0,0,9.0,Completed assigned task
2025-06-19,01019,Worker_20,PRJ103,Carpenter,8.0,2,10.0,Completed assigned task
2025-06-20,01019,Worker_20,PRJ103,Carpenter,8.0,1,9.0,Minor equipment issue
2025-06-09,01020,Worker_21,PRJ101,Laborer,8.0,2,10.0,Worked late
2025-06-10,01020,Worker_21,PRJ101,Laborer,8.0,0,8.0,Worked late
2025-06-11,01020,Worker_21,PRJ101,Laborer,7.5,0,7.5,Training
2025-06-12,01020,Worker_21,PRJ101,Laborer,8.0,0,8.0,Left early
2025-06-13,01020,Worker_21,PRJ101,Laborer,8.0,0,8.0,Minor equipment issue
2025-06-16,01020,Worker_21,PRJ101,Laborer,8.0,0,8.0,Left early
2025-06-17,01020,Worker_21,PRJ101,Laborer,8.0,1,9.0,Training
2025-06-18,01020,Worker_21,PRJ101,Laborer,9.0,0,9.0,Left early
2025-06-19,01020,Worker_21,PRJ101,Laborer,6.0,0,6.0,Normal day
2025-06-20,01020,Worker_21,PRJ101,Laborer,6.0,0,6.0,Left early
2025-06-09,01021,Worker_22,PRJ101,Carpenter,7.5,0,7.5,Normal day
2025-06-10,01021,Worker_22,PRJ101,Carpenter,8.0,1,9.0,Minor equipment issue
2025-06-11,01021,Worker_22,PRJ101,Carpenter,7.5,0,7.5,Worked late
2025-06-12,01021,Worker_22,PRJ101,Carpenter,9.0,1,10.0,
2025-06-13,01021,Worker_22,PRJ101,Carpenter,6.0,0,6.0,Left early
2025-06-16,01021,Worker_22,PRJ101,Carpenter,8.0,0,8.0,Left early
2025-06-17,01021,Worker_22,PRJ101,Carpenter,9.0,0,9.0,Completed assigned task
2025-06-18,01021,Worker_22,PRJ101,Carpenter,9.0,0,9.0,Worked late
2025-06-19,01021,Worker_22,PRJ101,Carpenter,7.5,0,7.5,Minor equipment issue
2025-06-20,01021,Worker_22,PRJ101,Carpenter,8.0,1,9.0,Completed assigned task
2025-06-09,01022,Worker_23,PRJ100,Welder,7.5,0,7.5,Completed assigned task
2025-06-10,01022,Worker_23,PRJ100,Welder,8.0,1,9.0,Normal day
2025-06-11,01022,Worker_23,PRJ100,Welder,8.0,0,8.0,
2025-06-12,01022,Worker_23,PRJ100,Welder,9.0,0,9.0,Completed assigned task
2025-06-13,01022,Worker_23,PRJ100,Welder,8.0,0,8.0,Left early
2025-06-16,01022,Worker_23,PRJ100,Welder,9.0,2,11.0,
2025-06-17,01022,Worker_23,PRJ100,Welder,8.0,0,8.0,Completed assigned task
2025-06-18,01022,Worker_23,PRJ100,Welder,6.0,0,6.0,
2025-06-19,01022,Worker_23,PRJ100,Welder,7.5,0,7.5,Minor equipment issue
2025-06-20,01022,Worker_23,PRJ100,Welder,6.0,0,6.0,Minor equipment issue
2025-06-09,01023,Worker_24,PRJ102,Plumber,8.0,1,9.0,Training
2025-06-10,01023,Worker_24,PRJ102,Plumber,8.0,2,10.0,Minor equipment issue
2025-06-11,01023,Worker_24,PRJ102,Plumber,9.0,0,9.0,Worked late
2025-06-12,01023,Worker_24,PRJ102,Plumber,8.0,1,9.0,Normal day
2025-06-13,01023,Worker_24,PRJ102,Plumber,6.0,0,6.0,Training
2025-06-16,01023,Worker_24,PRJ102,Plumber,9.0,0,9.0,Minor equipment issue
2025-06-17,01023,Worker_24,PRJ102,Plumber,8.0,2,10.0,Minor equipment issue
2025-06-18,01023,Worker_24,PRJ102,Plumber,7.5,0,7.5,Worked late
2025-06-19,01023,Worker_24,PRJ102,Plumber,8.0,0,8.0,
2025-06-20,01023,Worker_24,PRJ102,Plumber,9.0,0,9.0,Worked late
2025-06-09,01024,Worker_25,PRJ101,Plumber,8.0,2,10.0,Left early
2025-06-10,01024,Worker_25,PRJ101,Plumber,8.0,0,8.0,Completed assigned task
2025-06-11,01024,Worker_25,PRJ101,Plumber,9.0,0,9.0,Completed assigned task
2025-06-12,01024,Worker_25,PRJ101,Plumber,8.0,2,10.0,Normal day
2025-06-13,01024,Worker_25,PRJ101,Plumber,8.0,2,10.0,Minor equipment issue
2025-06-16,01024,Worker_25,PRJ101,Plumber,7.5,0,7.5,Left early
2025-06-17,01024,Worker_25,PRJ101,Plumber,8.0,2,10.0,Worked late
2025-06-18,01024,Worker_25,PRJ101,Plumber,8.0,2,10.0,Left early
2025-06-19,01024,Worker_25,PRJ101,Plumber,6.0,0,6.0,Normal day
2025-06-20,01024,Worker_25,PRJ101,Plumber,8.0,1,9.0,Completed assigned task
2025-06-09,01025,Worker_26,PRJ103,Carpenter,7.5,0,7.5,Completed assigned task
2025-06-10,01025,Worker_26,PRJ103,Carpenter,8.0,2,10.0,Minor equipment issue
2025-06-11,01025,Worker_26,PRJ103,Carpenter,8.0,0,8.0,Completed assigned task
2025-06-12,01025,Worker_26,PRJ103,Carpenter,6.0,0,6.0,Left early
2025-06-13,01025,Worker_26,PRJ103,Carpenter,8.0,0,8.0,Worked late
2025-06-16,01025,Worker_26,PRJ103,Carpenter,8.0,0,8.0,Completed assigned task
2025-06-17,01025,Worker_26,PRJ103,Carpenter,8.0,2,10.0,Normal day
2025-06-18,01025,Worker_26,PRJ103,Carpenter,7.5,0,7.5,Normal day
2025-06-19,01025,Worker_26,PRJ103,Carpenter,6.0,0,6.0,Minor equipment issue
2025-06-20,01025,Worker_26,PRJ103,Carpenter,6.0,0,6.0,
2025-06-09,01026,Worker_27,PRJ102,Laborer,9.0,2,11.0,Left early
2025-06-10,01026,Worker_27,PRJ102,Laborer,8.0,0,8.0,Completed assigned task
2025-06-11,01026,Worker_27,PRJ102,Laborer,6.0,0,6.0,Normal day
2025-06-12,01026,Worker_27,PRJ102,Laborer,8.0,1,9.0,Worked late
2025-06-13,01026,Worker_27,PRJ102,Laborer,6.0,0,6.0,
2025-06-16,01026,Worker_27,PRJ102,Laborer,8.0,1,9.0,
2025-06-17,01026,Worker_27,PRJ102,Laborer,6.0,0,6.0,
2025-06-18,01026,Worker_27,PRJ102,Laborer,8.0,1,9.0,Training
2025-06-19,01026,Worker_27,PRJ102,Laborer,7.5,0,7.5,
2025-06-20,01026,Worker_27,PRJ102,Laborer,7.5,0,7.5,Left early
2025-06-09,01027,Worker_28,PRJ101,Carpenter,8.0,1,9.0,
2025-06-10,01027,Worker_28,PRJ101,Carpenter,6.0,0,6.0,Completed assigned task
2025-06-11,01027,Worker_28,PRJ101,Carpenter,9.0,0,9.0,Worked late
2025-06-12,01027,Worker_28,PRJ101,Carpenter,8.0,2,10.0,Minor equipment issue
2025-06-13,01027,Worker_28,PRJ101,Carpenter,8.0,0,8.0,Left early
2025-06-16,01027,Worker_28,PRJ101,Carpenter,9.0,0,9.0,Worked late
2025-06-17,01027,Worker_28,PRJ101,Carpenter,7.5,0,7.5,Training
2025-06-18,01027,Worker_28,PRJ101,Carpenter,8.0,1,9.0,
2025-06-19,01027,Worker_28,PRJ101,Carpenter,6.0,0,6.0,Left early
2025-06-20,01027,Worker_28,PRJ101,Carpenter,8.0,0,8.0,
2025-06-09,01028,Worker_29,PRJ102,Electrician,8.0,0,8.0,Normal day
2025-06-10,01028,Worker_29,PRJ102,Electrician,8.0,2,10.0,Training
2025-06-11,01028,Worker_29,PRJ102,Electrician,8.0,1,9.0,Left early
2025-06-12,01028,Worker_29,PRJ102,Electrician,7.5,0,7.5,Worked late
2025-06-13,01028,Worker_29,PRJ102,Electrician,7.5,0,7.5,Worked late
2025-06-16,01028,Worker_29,PRJ102,Electrician,9.0,0,9.0,Training
2025-06-17,01028,Worker_29,PRJ102,Electrician,8.0,0,8.0,Minor equipment issue
2025-06-18,01028,Worker_29,PRJ102,Electrician,6.0,0,6.0,Normal day
2025-06-19,01028,Worker_29,PRJ102,Electrician,8.0,1,9.0,Left early
2025-06-20,01028,Worker_29,PRJ102,Electrician,9.0,1,10.0,Worked late
2025-06-09,01029,Worker_30,PRJ104,Plumber,9.0,2,11.0,Minor equipment issue
2025-06-10,01029,Worker_30,PRJ104,Plumber,8.0,2,10.0,Minor equipment issue
2025-06-11,01029,Worker_30,PRJ104,Plumber,8.0,2,10.0,Normal day
2025-06-12,01029,Worker_30,PRJ104,Plumber,7.5,0,7.5,Left early
2025-06-13,01029,Worker_30,PRJ104,Plumber,8.0,0,8.0,
2025-06-16,01029,Worker_30,PRJ104,Plumber,7.5,0,7.5,Minor equipment issue
2025-06-17,01029,Worker_30,PRJ104,Plumber,9.0,2,11.0,Worked late
2025-06-18,01029,Worker_30,PRJ104,Plumber,7.5,0,7.5,Normal day
2025-06-19,01029,Worker_30,PRJ104,Plumber,8.0,2,10.0,Normal day
2025-06-20,01029,Worker_30,PRJ104,Plumber,7.5,0,7.5,Training
2025-06-09,01030,Worker_31,PRJ102,Laborer,8.0,1,9.0,Worked late
2025-06-10,01030,Worker_31,PRJ102,Laborer,6.0,0,6.0,Training
2025-06-11,01030,Worker_31,PRJ102,Laborer,8.0,2,10.0,Minor equipment issue
2025-06-12,01030,Worker_31,PRJ102,Laborer,7.5,0,7.5,Worked late
2025-06-13,01030,Worker_31,PRJ102,Laborer,8.0,2,10.0,Completed assigned task
2025-06-16,01030,Worker_31,PRJ102,Laborer,8.0,1,9.0,Completed assigned task
2025-06-17,01030,Worker_31,PRJ102,Laborer,8.0,1,9.0,Worked late
2025-06-18,01030,Worker_31,PRJ102,Laborer,8.0,0,8.0,Left early
2025-06-19,01030,Worker_31,PRJ102,Laborer,8.0,2,10.0,Training
2025-06-20,01030,Worker_31,PRJ102,Laborer,7.5,0,7.5,Completed assigned task
2025-06-09,01031,Worker_32,PRJ104,Plumber,8.0,2,10.0,Minor equipment issue
2025-06-10,01031,Worker_32,PRJ104,Plumber,7.5,0,7.5,Worked late
2025-06-11,01031,Worker_32,PRJ104,Plumber,6.0,0,6.0,Left early
2025-06-12,01031,Worker_32,PRJ104,Plumber,8.0,2,10.0,Left early
2025-06-13,01031,Worker_32,PRJ104,Plumber,6.0,0,6.0,Completed assigned task
2025-06-16,01031,Worker_32,PRJ104,Plumber,6.0,0,6.0,Worked late
2025-06-17,01031,Worker_32,PRJ104,Plumber,9.0,0,9.0,Training
2025-06-18,01031,Worker_32,PRJ104,Plumber,8.0,0,8.0,Minor equipment issue
2025-06-19,01031,Worker_32,PRJ104,Plumber,9.0,1,10.0,Normal day
2025-06-20,01031,Worker_32,PRJ104,Plumber,6.0,0,6.0,Training
2025-06-09,01032,Worker_33,PRJ100,Plumber,9.0,0,9.0,
2025-06-10,01032,Worker_33,PRJ100,Plumber,7.5,0,7.5,Completed assigned task
2025-06-11,01032,Worker_33,PRJ100,Plumber,8.0,0,8.0,Training
2025-06-12,01032,Worker_33,PRJ100,Plumber,8.0,0,8.0,
2025-06-13,01032,Worker_33,PRJ100,Plumber,7.5,0,7.5,Worked late
2025-06-16,01032,Worker_33,PRJ100,Plumber,9.0,1,10.0,Left early
2025-06-17,01032,Worker_33,PRJ100,Plumber,8.0,0,8.0,Left early
2025-06-18,01032,Worker_33,PRJ100,Plumber,8.0,0,8.0,Left early
2025-06-19,01032,Worker_33,PRJ100,Plumber,9.0,0,9.0,Completed assigned task
